,type,drugbank_id,name,state,cal_logp,cal_logs,cal_water_solubility,cal_molecular_weight,cal_polar_surface_area,cal_refractivity,cal_polarizability,cal_rotatable_bond_count,cal_h_bond_acceptor_count,cal_h_bond_donor_count,cal_pka_acidic,cal_pka_basic,cal_physiological_charge,cal_number_of_rings,cal_bioavailability,cal_rule_of_five,exp_molecular_weight,exp_logp,exp_pka,half_life
10013,small molecule,DB11990,MK-0812,,3.14,-4.3,2.43e-02 g/l,455.566,46.62,118.27,48.08,7,5,1,,10.16,2,4,1,1,,,,
10014,small molecule,DB11991,Oprozomib,,1.04,-4.6,1.21e-02 g/l,532.61,148.25,134.34,53.03,14,8,3,11.5,2,0,3,0,0,,,,
10015,small molecule,DB11992,Omarigliptin,,0.63,-2.9,5.43e-01 g/l,398.43,90.45,95.14,39.42,2,6,1,,8.81,1,4,1,1,,,,
10016,small molecule,DB11993,PF-03463275,,2.08,-3,3.52e-01 g/l,376.86,41.37,100.25,38.83,5,3,0,,9.04,1,4,1,1,,,,
10017,small molecule,DB11994,Diacerein,,2.14,-4,4.07e-02 g/l,368.297,124.04,90.67,35.37,5,6,1,3.37,-6.8,-1,3,1,1,,,,4-10h [A19300].
10018,small molecule,DB11995,Avatrombopag,solid,5.97,-5.2,4.65e-03 g/l,649.65,101.9,169.16,69.95,7,8,2,3.5,8.4,0,6,1,0,,,,The mean plasma elimination half-life (%CV) of avatrombopag is approximately 19 hours (19%) [FDA label].
10019,small molecule,DB11996,Thymopentin,,-3.3,-4,6.62e-02 g/l,679.776,327.67,171.76,70.84,22,14,11,3.2,11.29,1,1,0,0,,,,
10020,biotech,DB11997,Interleukin-7,,,,,,,,,,,,,,,,,,,,,
10021,small molecule,DB11998,Sorivudine,,-0.66,-1.4,1.48e+01 g/l,349.137,119.33,69.19,28.42,3,6,4,9.74,-3,0,2,1,1,,,,
10022,small molecule,DB11999,Vosaroxin,,-0.49,-3.5,1.28e-01 g/l,401.44,107.89,103,41.3,5,9,2,5.06,8.8,0,4,1,1,,,,
10023,small molecule,DB12000,Apabetalone,,2.49,-3.9,4.32e-02 g/l,370.3991,89.38,103.39,40.2,6,7,2,8.63,-1.7,1,3,1,1,,,,
10024,small molecule,DB12001,Abemaciclib,,4.25,-4.5,1.59e-02 g/l,506.606,75,141.26,54.75,7,7,1,10.27,7.94,1,5,1,0,,,,The mean plasma elimination half-life for abemaciclib in patients was 18.3 hours (72% CV) [FDA Label].
10025,small molecule,DB12002,AZD-4818,,3.81,-5,5.82e-03 g/l,567.46,117.56,143.03,59.21,9,8,3,2.72,8.22,0,4,1,0,,,,
10026,biotech,DB12003,Thymosin beta-4,,,,,,,,,,,,,,,,,,,,,
10027,small molecule,DB12004,Briciclib,,1.68,-3.8,7.88e-02 g/l,474.42,137.82,113.07,45.06,10,9,2,1.62,-4.3,-2,2,1,1,,,,
10028,small molecule,DB12005,Nirogacestat,,3.9,-4.7,1.04e-02 g/l,489.656,70.98,138.14,54.49,11,4,3,11.48,10.45,2,3,0,0,,,,
10029,small molecule,DB12006,BMS-906024,,3.03,-4.8,8.12e-03 g/l,556.509,104.86,129.14,50.25,11,4,2,10.04,0.096,0,3,0,0,,,,
10030,small molecule,DB12007,Isoflavone,solid,3.51,-4.4,8.43e-03 g/l,222.243,26.3,65.74,23.64,1,2,0,,-5.3,0,3,1,1,,,,"The half-life of isoflavones is between 4 and 8 h [A33098]. Daidzein has a longer intestinal half-life than genistein due to more rapid degradation of genistein [A33100]. Individual half-life of daidzein and genistein in a human pharmacokinetic study were 7.75 h and 7.77 h, respectively [A33103]. "
10031,small molecule,DB12008,Prexasertib,,1.77,-3.9,4.96e-02 g/l,365.397,134.76,100.65,37.99,8,8,3,10.02,9.85,1,3,1,1,,,,
10032,small molecule,DB12009,GW-406381,,3.64,-5.2,2.49e-03 g/l,393.46,73.56,120.02,41.88,5,5,0,19.69,0.98,0,4,1,1,,,,
10033,small molecule,DB12010,Fostamatinib,,2.78,-4,5.20e-02 g/l,580.4595,186.72,137.1,54.48,10,13,4,1.46,2.71,-2,4,0,0,,,,"R406 has a half-life of elimination of approximately 15 h [A32934,FDA Label]."
10034,small molecule,DB12011,Fevipiprant,,2.87,-4.7,8.57e-03 g/l,426.41,89.26,100.88,38.66,6,5,1,4.39,3.73,-1,3,1,1,,,,
10035,small molecule,DB12012,PF-04457845,,3.77,-4.4,1.86e-02 g/l,455.441,80.24,120.02,43.22,5,4,1,11.23,1.38,0,4,1,1,,,,
10036,small molecule,DB12013,Axelopran,,2.67,-3.8,7.19e-02 g/l,457.615,107.1,128.51,52.1,9,5,3,12.4,8.75,1,4,1,1,,,,
10037,biotech,DB12014,Ozoralizumab,,,,,,,,,,,,,,,,,,,,,
10038,small molecule,DB12015,Alpelisib,solid,2.76,-4.9,5.28e-03 g/l,441.47,101.21,105.85,42.75,5,4,2,7.79,2.81,0,3,1,1,,,,The mean half life of alprelisib is 8 to 9 hours.[Label]
10039,small molecule,DB12016,Ponesimod,solid,4.01,-4.9,6.26e-03 g/l,460.97,82.36,125.69,49.67,8,5,2,13.62,0.91,0,3,1,1,,,,Ponesimod has an elimination half life of 33 hours.[L32709]
10040,small molecule,DB12017,Ozagrel,,1.79,-2.7,4.24e-01 g/l,228.251,55.12,65.52,23.89,4,3,1,4.21,6.75,0,2,1,1,,,,
10041,biotech,DB12018,Ulocuplumab,,,,,,,,,,,,,,,,,,,,,
10042,small molecule,DB12019,Tesetaxel,,3.71,-4.8,1.57e-02 g/l,881.992,201.51,221.02,90.18,15,11,3,11.75,7.55,1,7,0,0,,,,
10043,small molecule,DB12020,Tecovirimat,solid,2.03,-4.2,2.10e-02 g/l,376.335,66.48,89.45,34.02,3,3,1,9.15,-6.2,0,5,1,1,,2.73210,,Approximately 20h [F619].
10044,small molecule,DB12021,Dinaciclib,,2.4,-3.9,5.24e-02 g/l,396.495,92.63,126.34,44.18,7,6,2,15.92,4.63,0,4,1,1,,,,
10045,small molecule,DB12022,Evatanepag,,3.53,-5.5,1.44e-03 g/l,468.57,96.8,126.29,48.71,9,6,1,3.05,1.07,-1,3,1,1,,,,
10046,biotech,DB12023,Benralizumab,solid,,,,,,,,,,,,,,,,,146054.0,,,The half-life of Benralizumab is estimated to be 15-18 days.[A31293]
10047,small molecule,DB12024,PF-04418948,,3.42,-5,4.55e-03 g/l,409.413,76.07,107.47,42.09,6,5,1,3.91,-1.1,-1,4,1,1,,,,
10048,small molecule,DB12025,Triptolide,,1.22,-2.6,8.86e-01 g/l,360.406,84.12,87.26,37.14,1,5,1,12.54,-3.8,0,7,1,1,,,,
10049,small molecule,DB12026,Voxilaprevir,,3.98,-4.2,5.06e-02 g/l,868.94,195.22,203.02,85.37,8,10,3,3.74,-0.84,-1,7,1,0,,,,33 hr [FDA Label]
10050,small molecule,DB12027,Serdemetan,,4.75,-5,2.92e-03 g/l,328.419,52.74,103.04,37.82,6,3,3,17.16,8,1,4,1,1,,,,
10051,small molecule,DB12028,Broxuridine,,-0.97,-1.2,2.04e+01 g/l,307.098,99.1,58.66,24.3,2,5,3,8.44,-3,0,2,1,1,,,,
10052,small molecule,DB12029,Chlorogenic Acid,,0.17,-2,3.44e+00 g/l,354.3087,164.75,83.23,33.42,5,8,6,3.33,-3.2,-1,2,1,0,,,,
10053,small molecule,DB12030,Fluorescein lisicol,,4.84,-6.2,6.27e-04 g/l,928.15,238.14,253.75,102.23,14,10,10,3.52,-0.4,-2,8,0,0,,,,
10054,small molecule,DB12031,Ammonio methacrylate copolymer type A,,,,,,,,,,,,,,,,,,,,,
10055,small molecule,DB12032,Atagabalin,,-1.4,-1.5,5.46e+00 g/l,185.267,63.32,50.82,21.02,3,3,2,4.68,9.91,0,1,1,1,,,,
10056,biotech,DB12034,Gantenerumab,,,,,,,,,,,,,,,,,,,,,
10057,small molecule,DB12035,Sarecycline,solid,-0.17,-2.4,2.01e+00 g/l,487.509,173.86,127.61,49.31,5,10,5,3.31,8.69,0,4,1,1,,,,The mean elimination half-life of sarecycline is 21 to 22 hours [FDA Label].
10058,small molecule,DB12036,Naquotinib,,3.18,-3.9,6.88e-02 g/l,562.719,120.16,160.68,63.57,9,9,2,13.69,8.57,1,5,1,0,,,,
10059,small molecule,DB12037,Vedroprevir,,5.34,-5.7,1.89e-03 g/l,910.53,193.78,234.48,98.39,18,12,4,3.12,5.74,-1,8,0,0,,,,
10060,biotech,DB12038,Ulinastatin,,,,,,,,,,,,,,,,,,,,,
10061,small molecule,DB12039,Epicatechin,,1.02,-2.6,6.45e-01 g/l,290.2681,110.38,74,28.13,1,6,5,9,-3.3,0,3,1,1,,,,
10062,small molecule,DB12040,2-octyl cyanoacrylate,,4.1,-3.9,2.44e-02 g/l,209.289,50.09,59.21,24.3,8,2,0,,-7.2,0,0,1,1,,,,
10063,small molecule,DB12041,Mapracorat,,4.99,-5.1,3.37e-03 g/l,462.489,54.38,119.05,45.38,7,4,2,10.86,5.81,0,4,1,0,,,,
10064,small molecule,DB12042,Ibodutant,,4.97,-6.3,3.14e-04 g/l,644.88,99.77,182.93,72.96,11,5,3,12.37,10.03,1,6,0,0,,,,
10065,small molecule,DB12043,Sepetaprost,,3.69,-4.9,6.52e-03 g/l,482.565,85.22,124.09,51.45,11,5,2,14.01,-2.9,0,3,1,1,,,,
10066,small molecule,DB12044,MK-0893,,7.23,-6.5,2.03e-04 g/l,588.49,93.45,171.05,62.15,9,5,2,3.94,2.22,-1,5,0,0,,,,
10067,small molecule,DB12045,Mericitabine,,1.85,-3.5,1.33e-01 g/l,399.419,120.52,94.2,39.68,8,6,1,19.22,-0.28,0,2,1,1,,,,
10068,small molecule,DB12046,Atopaxar,,4.66,-5,5.91e-03 g/l,527.637,84.32,157.53,57.3,10,8,1,13.29,6.61,0,4,1,0,,,,
10069,small molecule,DB12047,Ganetespib,,3.81,-3.4,1.29e-01 g/l,364.3978,90.09,102.65,37.83,3,4,3,8.53,-4.8,0,4,1,1,,,,
10070,small molecule,DB12048,Savolitinib,,1.88,-3,3.37e-01 g/l,345.37,91.61,119.06,35.72,3,6,0,,6.67,0,5,1,1,,,,
10071,small molecule,DB12049,Dasolampanel etibutil,,4.24,-4.7,8.95e-03 g/l,461.99,102.02,134.9,49.25,9,6,2,3.93,6.73,0,4,1,1,,,,
10072,small molecule,DB12050,LY-3039478,,1.39,-3.7,9.94e-02 g/l,464.445,111.63,112.03,43.07,8,5,3,11.41,2.24,0,3,1,1,,,,
10073,small molecule,DB12051,Setrobuvir,,2.37,-4.3,2.81e-02 g/l,560.62,145.24,138.61,54.98,4,8,3,5.5,0.69,-1,6,1,0,,,,
10074,small molecule,DB12052,Icariin,,0.71,-3,6.12e-01 g/l,676.668,234.29,166.62,68.44,9,15,8,7.07,-3,0,5,0,0,,,,
10075,biotech,DB12053,Visilizumab,,,,,,,,,,,,,,,,,,,,,
10076,small molecule,DB12054,BQ-123,,1.09,-3.7,1.30e-01 g/l,610.712,189.8,158.59,62.8,7,7,6,4.04,,-1,4,0,0,,,,
10077,small molecule,DB12055,MK-0767,,2.53,-5,4.58e-03 g/l,422.36,93.73,99.23,38.43,7,4,2,6.63,-1.4,-1,3,1,1,,,,
10078,biotech,DB12056,Trebananib,,,,,,,,,,,,,,,,,,,,,
10079,small molecule,DB12057,ORM-12741,,3.66,-4,3.07e-02 g/l,285.387,25.61,83.84,33.3,2,2,0,,7.41,1,4,1,1,,,,
10080,small molecule,DB12058,Recoflavone,,2.67,-4.4,1.58e-02 g/l,386.356,100.52,98.91,39.32,7,8,1,2.79,-4.3,-1,3,1,1,,,,
10081,small molecule,DB12059,JNJ-40411813,,4.3,-3.9,4.29e-02 g/l,344.88,23.55,102.01,39.29,5,2,0,,-1.4,0,3,1,1,,,,
10082,small molecule,DB12060,RRx-001,,0.92,-2.8,4.73e-01 g/l,268.023,106.59,44.1,18.33,3,5,0,,-5,0,1,1,1,,,,
10083,small molecule,DB12061,Pardoprunox,,1.25,-1.5,7.88e+00 g/l,233.271,44.81,66.74,24.93,1,4,1,9.46,7.37,1,3,1,1,,,,
10084,small molecule,DB12062,Volasertib,,4.65,-4,6.64e-02 g/l,618.8126,106.17,178.34,72.64,10,9,2,12.25,8.7,1,6,1,0,,,,
10085,small molecule,DB12063,CERC-301,,2.78,-3.4,1.34e-01 g/l,358.417,67.35,98.25,38.06,6,4,1,15.63,3.42,0,3,1,1,,,,
10086,small molecule,DB12064,BMS-777607,,4.46,-5.6,1.42e-03 g/l,512.893,106.78,132.8,49.23,7,5,2,12.82,5.97,0,4,1,0,,,,
10087,small molecule,DB12065,Radalbuvir,,3.86,-5,5.56e-03 g/l,543.72,96.3,146.09,60.99,9,6,2,4.08,-1.6,-1,4,1,0,,,,
10088,small molecule,DB12066,Orteronel,,1.36,-3.5,1.07e-01 g/l,307.353,67.15,88.3,33.21,2,3,2,12.85,6.2,0,4,1,1,,,,
10089,small molecule,DB12067,BMS-394136,,5.32,-5.1,3.55e-03 g/l,471.36,50.16,136.65,46.66,3,3,1,15.23,3.45,0,5,1,1,,,,
10090,small molecule,DB12068,T-900607,,2.39,-3.9,5.11e-02 g/l,411.3,110.52,83.98,31.5,4,4,3,5.84,-4,-1,2,1,1,,,,
10091,small molecule,DB12069,Sovaprevir,,4.39,-5.4,3.00e-03 g/l,799.98,164.31,212.83,85.59,13,9,2,3.76,5.6,-1,7,0,0,,,,
10092,small molecule,DB12070,Letermovir,solid,4.58,-4.8,1.00e-02 g/l,572.561,77.84,147.44,55,7,8,1,3.75,7.15,0,5,1,0,,,,The mean terminal half-life was observed to be 12 hours following administration of Letemovir 480 mg IV once daily [FDA Label].
10093,small molecule,DB12071,Vabicaserin,,2.8,-3,2.52e-01 g/l,228.339,15.27,71.5,26.72,0,2,1,,8.9,1,4,1,1,,,,
10094,small molecule,DB12072,Orantinib,,2.22,-3.2,2.02e-01 g/l,310.3471,82.19,90.47,34.37,4,3,3,4.18,-2.1,-1,3,1,1,,,,
10095,small molecule,DB12073,Albaconazole,,2.05,-4.2,2.45e-02 g/l,431.83,83.61,120.08,39.89,5,5,1,12.6,2.38,0,4,1,1,,,,
10096,small molecule,DB12074,Censavudine,,-0.42,-3,2.78e-01 g/l,248.238,78.87,62.79,24.03,2,4,2,9.95,-3.2,0,2,1,1,,,,
10097,biotech,DB12075,Nagrestipen,,,,,,,,,,,,,,,,,,,,,
10098,small molecule,DB12076,Surotomycin,solid,0.09,-5.3,7.76e-03 g/l,1680.748,702.02,414.87,168.79,33,27,22,2.98,9.59,-3,5,0,0,,,,
10099,biotech,DB12077,Urelumab,,,,,,,,,,,,,,,,,,,,,
10100,small molecule,DB12078,Enobosarm,,2.82,-4.8,5.63e-03 g/l,389.328,106.14,95.05,35.87,6,5,2,11.95,-4,0,2,1,1,,,,
10101,small molecule,DB12079,Gefarnate,,7.36,-5.6,1.02e-03 g/l,400.647,26.3,131.77,51.47,15,1,0,,-7,0,0,0,0,,,,
10102,small molecule,DB12080,Ritobegron,,1.79,-4.6,1.03e-02 g/l,373.449,99.02,103.67,41.25,9,6,4,3.73,10.01,0,2,1,1,,,,
10103,small molecule,DB12081,Anecortave,,2.98,-4,3.34e-02 g/l,344.451,74.6,96.66,38.24,2,4,2,12.58,-3.3,0,4,1,1,,,,
10104,small molecule,DB12082,Vesnarinone,,2.34,-3.6,9.68e-02 g/l,395.4516,71.11,112.53,42.72,4,5,1,15.28,2.94,0,4,1,1,,,,
10105,small molecule,DB12083,Mafosfamide,,-0.61,-1.9,5.54e+00 g/l,401.25,95.94,84.86,36.04,9,5,2,-0.9,0.057,-1,1,1,1,,,,
10106,small molecule,DB12084,ADP-597,,2.05,-3.9,5.90e-02 g/l,479.55,132.84,122.03,49.49,8,9,1,12.12,3.58,0,3,1,1,,,,
10107,small molecule,DB12085,LCL-161,,3.55,-5.2,3.13e-03 g/l,500.63,91.4,132.04,53,8,5,2,11.87,8.6,1,4,1,0,,,,
10108,small molecule,DB12086,Oxitropium,,0.13,-4.8,6.35e-03 g/l,332.419,59.06,100.38,35.3,6,3,1,15.15,-2.7,1,4,1,1,,,,
10109,small molecule,DB12087,Vanillyl alcohol,,0.5,-0.72,2.94e+01 g/l,154.1632,49.69,41.32,15.74,2,3,2,9.92,-2.8,0,1,1,1,,,,
10110,small molecule,DB12088,TT-232,,0.83,-5,9.27e-03 g/l,947.14,325.98,250.18,98.26,16,11,12,7.7,10.61,2,5,0,0,,,,
10111,biotech,DB12089,Lorvotuzumab mertansine,,,,,,,,,,,,,,,,,,,,,
10112,biotech,DB12090,Patritumab,,,,,,,,,,,,,,,,,,,,,
10113,small molecule,DB12091,Gadolinium,,0,,,157.25,0,0,1.78,0,0,0,,,0,0,1,1,,,,
10114,small molecule,DB12092,Naftopidil,,3.65,-3.8,6.99e-02 g/l,392.499,45.17,115.96,44.37,7,5,1,14.08,7.35,1,4,1,1,,,,
10115,small molecule,DB12093,Tetrahydropalmatine,,3.09,-4.2,2.46e-02 g/l,355.434,40.16,101.36,39.97,4,5,0,,5.34,0,4,1,1,,,,
10116,small molecule,DB12094,Semapimod,,1.47,-4.3,3.77e-02 g/l,744.914,355.24,296.54,84.11,19,18,14,,7.88,3,2,0,0,,,,
10117,small molecule,DB12095,Telotristat ethyl,solid,5.35,-5.3,2.94e-03 g/l,574.99,131.17,144.98,55.38,11,7,2,16.06,6.94,1,4,0,0,,,,4–12 h
10118,small molecule,DB12096,PF-05175157,,2.24,-3.9,5.29e-02 g/l,405.502,83.88,126.12,45.27,2,4,1,11.36,6.01,0,5,1,1,,,,
10119,small molecule,DB12097,Mannitol busulfan,,-1.6,-1.3,1.87e+01 g/l,338.34,167.66,63.91,30.22,9,8,4,12.56,-3.6,0,0,1,1,,,,
10120,small molecule,DB12098,L-Baclofen,,-0.82,-2.5,7.12e-01 g/l,213.66,63.32,54.83,21.12,4,3,2,3.89,9.79,0,1,1,1,,,,
10121,small molecule,DB12099,"UK-396,082",,-1,-2.2,1.58e+00 g/l,239.314,81.14,66.03,27.01,8,4,2,4.24,10.21,0,1,1,1,,,,
10122,small molecule,DB12100,Abediterol,,3.14,-5,4.58e-03 g/l,460.522,90.82,125.51,48.29,13,5,4,8.51,9.74,1,3,1,1,,,,
10123,small molecule,DB12101,CC-220,,2.07,-3.8,7.02e-02 g/l,449.507,88.18,122.29,47.73,6,6,1,11.61,6.91,1,5,1,1,,,,
10124,biotech,DB12102,Fulranumab,,,,,,,,,,,,,,,,,,,,,
10125,biotech,DB12104,Tarextumab,,,,,,,,,,,,,,,,,,,,,
10126,small molecule,DB12105,Imagabalin,,-0.48,-1.8,3.01e+00 g/l,173.256,63.32,48,20.09,6,3,2,4.53,10.54,0,0,1,1,,,,
10127,small molecule,DB12106,PF-06305591,,2.02,-3.6,6.32e-02 g/l,274.368,97.79,78.36,31.48,4,3,3,11.52,7.17,1,2,1,1,,,,
10128,small molecule,DB12107,Vaborbactam,solid,1.02,-3.3,1.55e-01 g/l,297.13,95.86,67.14,29.67,5,5,3,3.75,-2.6,-1,2,1,1,,,,The half life of vaborbactam in healthy subjects following multiple 2 g dose administration as a 3-hour infusion was 1.68 hours. The half life of vaborbactam following administration of 2 g by 3 hour infusion was 2.25 hours.[FDA Label]
10129,small molecule,DB12108,Taselisib,,3.19,-3.2,2.67e-01 g/l,460.542,118.67,171.26,51.73,5,6,1,15.69,3.89,0,5,1,1,,,,
10130,small molecule,DB12109,CPI-613,,5.59,-6.7,6.99e-05 g/l,388.58,37.3,114.56,45.88,13,2,1,4.47,,-1,2,0,0,,,,
10131,small molecule,DB12110,m-Chlorophenylpiperazine,,2.07,-1.8,3.12e+00 g/l,196.677,15.27,56.05,20.87,1,2,1,,8.87,1,2,1,1,,,,
10132,small molecule,DB12111,MK-212,,0.97,-2.3,1.03e+00 g/l,198.65,41.05,53.11,19.72,1,4,1,,8.73,1,2,1,1,,,,
10133,small molecule,DB12112,Zuretinol acetate,,6.56,-5.1,2.38e-03 g/l,328.4883,26.3,107.07,40.52,7,1,0,,-7,0,1,1,0,,,,
10134,small molecule,DB12113,CE-224535,,1.19,-3.8,7.85e-02 g/l,480.95,131.77,121.18,49.05,8,7,3,13.02,-1.3,0,3,1,1,,,,
10135,small molecule,DB12114,Poziotinib,,4.93,-4.6,1.17e-02 g/l,491.34,76.58,124.72,48.59,6,6,1,13.99,4.49,0,4,1,1,,,,
10136,small molecule,DB12115,AZD-9164,,3.6,-7.1,4.23e-05 g/l,465.633,29.54,145.52,51.99,8,2,0,,6.71,2,5,1,1,,,,
10137,small molecule,DB12116,Epigallocatechin gallate,,2.38,-3.8,7.28e-02 g/l,458.3717,197.37,111.75,43.27,4,10,8,7.99,-5.4,0,4,1,0,,,,
10138,small molecule,DB12117,Mitometh,,6.56,-7.8,5.18e-06 g/l,334.06,0,84.99,31.66,3,0,0,,,0,2,1,0,,,,
10139,biotech,DB12118,Sotatercept,,,,,,,,,,,,,,,,,,,,,
10140,biotech,DB12119,Gevokizumab,,,,,,,,,,,,,,,,,,,,,
10141,small molecule,DB12120,Avoralstat,,2.58,-4.9,6.87e-03 g/l,513.554,167.49,154.82,54.86,10,8,5,0.55,11.49,0,4,1,0,,,,
10142,small molecule,DB12121,Entospletinib,,2.82,,,411.4591,83.37,120.86,44.44,4,6,2,11.74,3.74,0,6,1,1,,,,
10143,small molecule,DB12122,Figopitant,,4.59,-5.1,3.97e-03 g/l,527.555,26.79,131.35,51.38,10,3,0,,7.78,1,4,0,0,,,,
10144,small molecule,DB12123,Cinepazide,,1.67,-2.9,5.02e-01 g/l,417.506,71.55,115.36,46.39,7,6,0,,5.91,0,3,1,1,,,,
10145,small molecule,DB12124,Namitecan,,1.32,-3.6,1.06e-01 g/l,434.452,127.34,117.33,46.11,5,7,2,11.71,8.86,1,5,1,1,,,,
10146,small molecule,DB12125,Dianicline,,1.13,-0.75,3.86e+01 g/l,216.284,25.36,61.06,23.68,0,3,0,,9.29,1,4,1,1,,,,
10147,small molecule,DB12126,Bradykinin,,-6.4,,,1060.2085,413.78,295.08,111.38,27,18,14,3.39,12.44,2,5,0,0,,,,
10148,small molecule,DB12127,Sultamicillin,,1.55,-3.3,2.83e-01 g/l,594.65,182.48,138.12,58.76,9,8,2,11.71,7.23,1,5,1,0,,,,
10149,small molecule,DB12128,Ulimorelin,,2.86,-4.8,8.34e-03 g/l,538.664,99.77,146.39,58.53,3,5,3,11.14,6.27,0,4,1,0,,,,
10150,small molecule,DB12129,Tideglusib,solid,3.44,-4.7,7.04e-03 g/l,334.39,40.62,94.91,34.22,3,2,0,,,0,4,1,1,,3.28,,
10151,small molecule,DB12130,Lorlatinib,solid,2.01,-3.6,1.08e-01 g/l,406.421,110.06,121.17,40.42,0,6,1,19.7,5.71,0,4,1,1,,,,The mean plasma half-life (t½) of lorlatinib was 24 hours (40%) after a single oral 100 mg dose of lorlatinib [FDA Label].
10152,small molecule,DB12131,Vinpocetine,,4.35,-4.1,2.54e-02 g/l,350.462,34.47,104.24,40.31,4,2,0,,6.94,1,5,1,1,,,,
10153,biotech,DB12132,Vanutide cridificar,,,,,,,,,,,,,,,,,,,,,
10154,small molecule,DB12133,BLXA4,,3.62,-4.2,2.59e-02 g/l,376.493,97.99,108.85,43.44,13,5,4,4.26,-2.9,-1,1,1,1,,,,
10155,small molecule,DB12134,Gepotidacin,,0.97,-3.2,3.11e-01 g/l,448.527,90.37,133.84,49.25,5,7,1,,8.62,1,6,1,1,,,,
10156,small molecule,DB12135,Elubrixin,,2.15,-3.7,9.89e-02 g/l,463.31,110.77,110.57,41.09,3,5,4,5.78,7.18,0,3,1,1,,,,
10157,biotech,DB12136,Solnatide,,,,,,,,,,,,,,,,,,,,,
10158,small molecule,DB12137,GSK-256066,,3.07,-5.3,2.43e-03 g/l,518.584,131.69,141.45,53.85,7,7,2,13.75,5.44,0,4,1,0,,,,
10159,small molecule,DB12138,PF-03715455,,6.95,,,700.273,129.6,208.94,72.53,11,6,4,8.46,2.14,0,6,0,0,,,,
10160,small molecule,DB12139,Alisporivir,,4.28,-5.1,9.17e-03 g/l,1216.662,278.8,331.71,134.77,15,12,5,11.85,-2.4,0,1,0,0,,,,
10161,small molecule,DB12140,Dilmapimod,,3.03,-4.6,1.18e-02 g/l,456.425,98.58,118,43.31,5,6,3,13.38,1.74,0,4,1,1,,,,
10162,small molecule,DB12141,Gilteritinib,solid,3.51,-4.4,2.23e-02 g/l,552.724,121.11,159.84,62.92,9,10,3,14.21,8.47,1,5,1,0,,4.35,,The reported median half-life of gilteritinib was of approximate 45-159 hours.[L4833]
10163,biotech,DB12142,Duligotuzumab,,,,,,,,,,,,,,,,,,,,,
10164,small molecule,DB12143,Rezatomidine,,2.74,-4.3,1.11e-02 g/l,232.35,24.06,73.33,26.53,2,0,2,9.98,,0,2,1,1,,,,
10165,small molecule,DB12144,BMS-275183,,3,-4.8,1.39e-02 g/l,845.936,239.75,208.21,86.51,16,11,4,10.48,-3,0,5,0,0,,,,
10166,small molecule,DB12145,AZD-0328,,1.51,-0.68,4.53e+01 g/l,216.284,25.36,61.85,23.72,0,3,0,,8.28,1,4,1,1,,,,
10167,small molecule,DB12146,Rigosertib,,2.64,-4.3,2.26e-02 g/l,451.49,120.39,116.5,46.32,11,9,2,2.27,5.24,-1,2,1,1,,,,
10168,small molecule,DB12147,Erdafitinib,solid,3.57,-4.5,1.30e-02 g/l,446.555,77.33,139.32,51,9,7,1,,9.72,1,4,1,1,,,,"The mean effective half-life documented for erdafitinib is 59 hours [FDA Label], although it has also been observed between 50 to 60 hours [A177115]. "
10169,small molecule,DB12148,Menatetrenone,,7.24,-6,4.89e-04 g/l,444.659,34.14,145.51,54.92,11,2,0,,-7.2,0,2,0,0,,,,
10170,small molecule,DB12149,S-3304,,2.93,-5.4,1.63e-03 g/l,464.55,99.26,118.32,49.31,7,4,3,3.37,,-1,4,1,0,,,,
10171,small molecule,DB12150,Pelubiprofen,,3.38,-4.2,1.47e-02 g/l,258.317,54.37,74.28,28.63,3,3,1,4.11,-4.9,-1,2,1,1,,,,
10172,small molecule,DB12151,Brincidofovir,solid,4.4,-5.6,1.24e-03 g/l,561.701,143.91,149.9,65.31,26,8,3,1.32,4.66,-1,1,0,0,,,,"The mean terminal half-lives of brincidofovir and its pharmacologically active metabolite, cidofovir diphosphate, are 19.3 hours and 113 hours, respectively.[L34404]"
10173,biotech,DB12152,Simtuzumab,,,,,,,,,,,,,,,,,,,,,
10174,small molecule,DB12153,Citicoline,,-1.4,-1.8,7.99e+00 g/l,488.324,213.5,113.58,42.54,10,10,4,1.84,-2.6,-1,2,1,1,,,,
10175,small molecule,DB12154,Itacitinib,,2.35,-4.4,2.32e-02 g/l,553.526,119.62,146.86,51.98,6,7,1,13.89,6.68,0,6,1,0,,,,
10176,small molecule,DB12155,Napabucasin,,2.68,-3.3,1.15e-01 g/l,240.214,64.35,63.82,23.91,1,3,0,13.98,-3.3,0,3,1,1,,,,
10177,small molecule,DB12156,Cordycepin,,-0.85,-1.4,1.13e+01 g/l,251.2419,119.31,62.1,24.15,2,7,3,13.53,4.99,0,3,1,1,,,,
10178,biotech,DB12157,Fasinumab,,,,,,,,,,,,,,,,,,,,,
10179,small molecule,DB12158,Filorexant,,3.69,-4.3,2.03e-02 g/l,420.488,68.21,127.54,45.27,5,5,0,,1.2,0,4,1,1,,,,
10180,biotech,DB12159,Dupilumab,,,,,,,,,,,,,,,,,,146896.9522,,,"There is limited human data on the half-life of dupilumab.[L7192] In single-dose pharmacokinetic studies, the mean half-life of dupilumab following intravenous or subcutaneous administration ranged from 4.8 to 7 days in rats and 11.7 to 20.5 days in cynomolgus monkeys.[L7369,L7372] In these studies, the mean half-life was comparable was comparable following intravenous and subcutaneous administration.[L7369]"
